text,label
"par fir bhi har din rape hota hai! har din bharat ke kisi na kisi kone me koi khilji hai jo kisi padmini pe aankh lagae hue hai, uss ke lie koi protest kyu nahi karta? tab koi khilji ko saja sunane ki maang kyu nahi karta?! #padmaavat",1
Naa do huh chaheay bhi nae waise bhi I hate docs,0
"Jo muje follow karne k baad chupke se unfollow kar deta h me usko hamesh k liye block kar deta hu.muje gadaar ,selfish and makkar se bahut hate h bhai",0
vartman ko bachana utna hi zaroori hai jitna ki itihas ko...to fir kyu koi sawal nahi karta jab har saal sekdo auraton ko jauhar karna padta hai(khud ko rape se bachane ke lie aaj bhi sekdo auraten suicide karti hai)? #padmaavat,1
we hate karni sena...sc ko chabuk chalana chahiy...,1
Agar sarkare unhe giraftar nhi karti ti barkhast kr deni chahir sarkare...ye sb kuchh netao+mantriyo ke support se...sarkare mil kar kr rhi h..we hate karni sena..,1
kisika fan hona matlb dusre ko hate karna kab se ho gaya,0
R e bhaijan puri dyniya janta hei ki Pakistan ka har ek moholla terrorist hub hei. Is baat ko leke kaheka jhagra? Pakistan to hua hi tha terrorism ke liye. Aj yahan Saraswati puja hei. Hume puja karne do.,1
Ye jis jagaa k hain 'P' waqaii koi muqaabla nahi karsakta...ye jo naa karain wo kam hai..kabhi insaan ka gosht khaatay hain to kabhi rape blah blah blah ...bohot naam roshan kya hai inho ne mulk ka...,1
Bi**hes.aab aake bohot achcha honey ka natak kar rahey hein...hate them,1
15saal lalu ka jungleraaj bolne wale...khud 15saal se Nautanki raaj Bihar me kayam kar diya...Mahajungleraaj Bihar me chal rah ahi..murder rape under sum light are common now!!its called vikas hota rahega !!,1
Toh 10k dekar rehabilitation ke liya bhej do jaisa ki rape case hota hai India me..,1
"Halala ki paidaish kuran hi chunega indian constitutuin k badle , saale ye kyu bhool jate ho ki pahle the to tum bhi hindu hi.  babar aur aurangzeb ne hi tumhe hindu se muslman bana dia hai. Ab kaise banaya , kiska rape kia , kiska halala hua ye tum khud pata kr lo..",1
Ek aurat ka rape ho gaya hai yaha wo use bhi politics me uska bachao kar rahi hai,1
Karani Sena ko rupiya chahiye de de Sanjay Leela.. Mamla pura Ho jayega e log jab ladkio pe rape hota hai tab kaha so jate hai....,1
Abhi 20 hi gye hai...aane waale election Mai dekhna...naamo nishan nhi rahega....aapne sabka viswas toda hai.....hate you,0
Mut toh Tu peeta h katwe sir tere baap jinhone tumhare baap dada ki jabardasti Muslim banaya tha tumhari MAA behen Ka rape Kiya tha camel Ka urine Dubai me tum peete ho,1
Am going to watch #Padmavaat...no matter wat my love fore deepika n ranveer and my #RESPECT for #ranipadmini will never end...@KarniSenaDelhi desh ki bahu betiyon me izzat ke liye lado... Bharat bandh tab karo jab desh me kisi ladki ka shoshan ho..rape ho...,1
Hume aapse deshbhagti ka certificate ni chahiye. Aap haryana mai honrhe rape pe bhi kuch bolo. Ya apni naakami chhupane k liye iss film ka sahara le rhe ho. #khattaraSarkaarKeMantri,1
"Ye kya guruji fake id banake aaye? I am not supporting that hutiya Khilji I hate those who r booking Padmavat tickets instead of #Kalakaadi , we want deal with Karni Sena , jo log Padmavat dekhne jayenge hum unhe jabardasti kaalakandi dikhayenge",0
"Arvind ji ,kya aap uss behan,beti ko juootha kehte hou,jis ko aap ke MLA ne Raasancard banne ke badle rape kiya tha,aap ko sharm aani chahiye jab aap bolten hain jhoothe kes main fassa diya,koi ourat jhooth bolegi kya mere sath rape hua.",1
Kabhi ja kar Kara lo to dard malum chal jayegi ki jinhe rape hua hai wo Kis dard or mansikta se gujar rahi hai ... is liye me kisi neta ( wo bhi egoist or uneducated ( samajik tor par)  )or actor ko nhi maanta Ye log k liye sirf aam inshaan kirdase badh kar Kuch nhi hai,1
Tumari koi apni ladki hai jab uska rape hoga tab mai kaunga ki rape toh salo se ho rahe hai you darty women,1
"Gashti ki bachi hay tu. Woh kanjar parliament jo zainab kay rape or qatal pay na jagi, wohi parliament lanat bhainy pay jag gyi. Or tera baap phoolon ki salamian lay raha hay helicopter say. Lanat tujh pay,terah bap pay, or tumhary supporters pay.",1
"Tu bhi Zainab kay khoon or rape main brabar ka shareek hay. Teri baiti kay sath Allah na keray kabhi aisa ho..jo shaks Namoos e risalat ka mujrim hay, woh tera ishq hay, matlab NS teray liay Nabi Pak say berh ker hay...lanat teri paidaish pay and teray maan bap pay. Lanat lanat..",1
Ye log rape ko jurm mantey kahan hain sahab.. In k nazdiq in ka hr shitani amal jaez hai,1
I hate my university koi us jagah ko aag laga dey.,0
Ye bhai ke rape aur behan ke chori wale jawab sunne wale patrakar hain.,1
Yhan bat hate ki horhi hai.,0
"Aarz kiya hai, station peh gaadi aksar late hoti hai, station peh gaadi aksar late hoti hai; jisse love hota hai, ussi se hate hoti hai!  Mera rudy #Ishqbaaaz",0
>Apny bachon k sth rape kar k unko maar k kisi koodday men nhi phenktay.,1
Footage ke liye ithna gir sakthi ho hai Maine kabhi nahi socha mein tume dilse respect karthi thi lekin aaj tumne EKR mai Jo kiya tumne saari izath kodhi arshi hina chahathi thi tho tumari insult kar sakthi thi media  lekin nahi kiya yehi farak hai tume aur hina mai hate u arshi,1
Iski maa gai hogi koi Mandir mein to bhahubai ne rape Kar dala hoga isliye iska naam bhahubai hai,1
Naaaa hate chai,0
To phir thik Hai.... I hate shikas thing..,1
rape ke liye koi bjp ya congress jimewaar nhi h..eske liye pura samaj jimmewar hai,1
Bahate ho khoon tum ahle wafa ka,1
"apka i hate you qubool hai 3baar qubool hai,hamesha ke liye qubool hai.",0
Aisa na I lovee youu! & u cant hate me mujhe pata hai,0
Akkhi ki fan thi ab I hate him...,1
Hina ki awaz se Problem hai tume kabhi khudh ki awaz suni hai kaano mai blood aajathai hai tumare awaaz tum show mai mazak ke naam pe insult karthe ho sabki woh sahi agar wahi kohi karde tho galath troll karna shuru hojatha tumara gatiya show ki gatiya employee hate u,1
Pehlay Aap inhein rape & murder say tou bacha lein.,1
"Han rape hoa bachi ka wo bhi Maan baap ka qasoor tha, din deharray jawan jahan aulad maar daali tou bhi parents ka qasoor.",1
"Kiran kher ji ki khud ki beti Ka rape hota to bhi yahi bayan deti vo! Samjhe! BJP Raj me hua rape bhi deshhit me aur Rashtrawadi rape hota Hai Hai yar, samjhte nahi tum. #KyunkiSharmInheAatiNahi",1
Ye @AshaNegi7  jitne bichari dekhti hai na utne hi chalu fake hai #shitpashinde ki tarraha. I hate her.,1
"aap do loogo ki 10 din purani conversation ko stalk kr k apnay hate comments leave kar rahi hain , meiney aap ki conversation me jaa k nahi likha , aur na hee koi mean baat kahi",0
Desh me tum bhi hu khud bhi kuch karo— 2014 ke pehle  tak kitne rape huwe hai,1
Yogi for up k slogens lage hume b laga kuch naya hoga.. honestly in was the happiest person to hear this ab laga up sahi mein change hoga but kya hua crime bada rape cases bade..ab samjh aaya khel sirf kursi ka hai log hayen bhaad mein,1
Teri bhahen to Pehle se hi rape Kar Wa rahi hai tere Aur tere dosto se,1
"Nd One more thing agar koi Hindu apne haqq ki ya apne against kuchh ho tabhi pseudo intellectual ko ""Rape, inntolarance,murder,Kyun yaad aata hai? And inko rape hui ladki ke sath itna lagav hai toh sirf NirbhayaKand ke time kyun road par the?  1/2",1
Lekin bachho se rape normal ghatna nahi hai bachho se rape par phansi ki saja ho Aisa kanun bane,0
Everybody ignores such brutal rape cases.,1
"Beti bachoo naaro do ,phir rape kro maar do phir MEDIA me aake bolu betioo ko ghr se bahar nhi nikalna chahiye",1
Ye Hai BJP walo ki akal. Koi isko puccho iski khud ki beti Ka rape hoga tab bhi yahi bayan degi kya? https://twitter.com/News18India/status/955094106442575872 …,1
Yes but they should be bilateral.. aisa to ho hi nahi sakta na ke poori duniya ko Jo aadmi pasand aata ho uska poore jor se hate karne Wala hi honest ho,0
Jali ko aag kehte hai buji ko rakh kehte hai jo apni maa bhahen ka rape Kare Aur rape karway use bhagwi hindutva kehte hai,1
news channel mein pata Raha hai us suvar ne apni bhahen pooja ka rape kiya hai ek aur jhoot akhir zahil gatar chap Kari Kya sakta hai,1
Tere bhagwi baap ki maa ka rape konse baba ne Kara,1
"Yeduurappa is honest, Jay Shah is honest, Mopalwar is honest, Prakash Mehta is honest, A Raja is honest, Adarsh scam nahin hua,Betiyoon ka rape nahin ho Raha hai....Aapko Zara si bhi sharam hai kya  jo ab bhi naitikta aur Desh bhakti ki baatein karte hai sir.",1
"Isliye ye chutiye media waale Salman ko itna hate karte, itni negativity karte h. 25+ saal se yhi kar rhe h lekin kuch ukhad nhi paaye.",0
"Betiyoon ka rape ho Raha hai Lekin AAP toh Apne aish aaram me mast hai...Desh Ko Bewakoofiyaan banate  banate Abhi Maan nahin bhara kya saheb..2G nahin hua ,Adarsh nahin hua, Mopalwar free, axis bank free, and PM saheb on world tour..Desh sharminda hai ki aapko Suna aur chuna",1
Ek movie ne logo ko gyan gyani bana diya.  Haryana me rape horahe hai kabhi uske liye b lecture dedijiye ya beti bheno ke liye guru gyan khatam hogua apke pass,1
Sanbhu Fir bhikari ban gaya Aur usko crore pati banewale bhi bhikari ban gay Kyu har ghar mein sanbhu balatakari apni bhahen ka rape Kar Raha hai,1
Teri bhahen Tuje Kya keti hai Bhaiya chor do mein Aap ki bhahen hu haram khoro kam se kam apni bhahen ka to rape mat karo,1
Kya huva apni bhahen ka rape Kar Raha hai Kya sanbhu ki taraha,1
Krishna chor jo ek radha naam ki Randi ka rape kiya tha Aur logo ko chutiya banaya ki mein makhan chor hu,1
Rape karwa Jake apni amma ka are mein bol Kyu Raha hu Vo Pehle se hi rape pirit hai,1
Hindustan ke tamam log chahte h ke jis trah se auraton ke upar crime bhadr rha h gang rape ke waqia ho rha iske liye central govt wali modi sarkar 1 strong law bnaye,0
sab k dil ki baat aisi he hai! koi working Saturdays sey pyar nahi kerta! we hate them,1
ladki rape karne k liye bani hai?,1
Karni  sena  waloo  jara  saa  bhi  sharam  hai  chotay  bacche  ka rape  Ho  raha  hai  Haryana  may  Un rapistoo  Ko  pakroo.,1
Ha vo to sab ko dikh hi raha h ki ap logo ki govt h haryana me kuch bolne se pehle thodi sharm kar leti 3 din me 7 rape ki vaardaat hui h aur baat krte ho beti bachao ki,0
3 days 5 rape in Haryana...,1
Bhai yeh Sena tab kidhar thi jab terrorist attack hota hai....yeh kidhar hoti hai jab brutal rape hota hai...Sad to see this hope they do something for nationa rather than Sanskriti...kyouki desh nahi toh Sanskriti Kya karegi,1
Alhumdulillah we love khan or ha 40 saal say jo log parliament kay sath rape ker rahey hai uska bhe jawab dai do pehlay.,1
Apney giraiban may jhankoo boss 40 saal say parliament ka rape ker rahey hon sharam nahi ati,1
9th Feb ko aisa rape hoga mu dhikane layak nai rahega tu,1
Dear @gulenaghmakhan main aapki bahut badi fan hu kyonki aapne mujhe aarshi aur mere #rikara jaise itni intense jodi di but still now i hate you kyonki aapne mere rikara ko mujhse 6in liya ab se main aapki fan nahi hun.,1
"Tune dikadi na tumare jaat ki asli rang, tum Saab Hijde ho, tum jaise logo Hi rape karte usliye Delhi ko rape capital bolte hai, madar chod",1
naah hate word galat hai me hate nahi karti inko but trust me mujhe acche se pta tha koi na koi shilpa ka fan mujhe bolega but aapko bta du ye bahut funny way me bola hai but jo shilpa ke fans nd PR hina ke liye show ke baad bhi bakwaas kar rahe hai na uska kya,0
"Rape and woman persecution ke khilaf awaz toh uthate hi hai iska matlab yeh nahi Kisi aur ke khilaf awaz na uthae, waise bata du film ka virodh bhi rapist aur woman's kidnaper khilji ke wajah se hi hai.",0
Aaj Jo Kiya h na reality show ne I hate him for my life disgusting kaise koi itna gir skta h apne faide ke liye saari hade paar kr Di..,1
I really hate when girls call me bhai,0
Congress s bda kutta koi nhi hai..... Bloody deshdrohi ..... Inhe kuch kaam to hai na..... I hate congresss,1
I also hate shikas...,1
Lagao jhute shivraj mai i hate mama,1
Bhrasht Media ne lakho logon ka mansik rape kiya Jo shareerik rape se jara bhi kam nahi hai.#BogusCaseOnBapuji,1
Kitni jali hui ho shilpa ko kitna hate karti ho ki apne maase bhi pyaar karna bhul gayee  nashukree kahi ki,0
Sir aap kam Acha krte ho but economy ko side Rakh kr dekhe toh roj news mein rape ki news hoti hai usko bhi consider kijiye,1
Bhabi ji ap karani sena k bare mein kuch na hi bolo to acha he kyon ki woh log apne history ko bech ne se bacha rahe hen aur UP mein gundaraj danga mafia goons murder rape etc woh v jaat k naam p jo bilkul achi nain Ravan k muh m Ram ka naam sobha nain deta,1
Ha pata he soldiers bhi pahele se shahid ho rahe he rape bhi pahele se ho rahe he tumhe to jakhmari karne ke liye janta ne bithaya he aur esa hi chalta raha to 2019 me tumhari party rape hona tay he....jai hind,1
.Armaan Ko Baarish me Bighne k baad Wala nahana Nahi Pasand ..Thts why he hate Rain.,0
O madam @KirronKherBJP aapke ghar me ho rahe honge rape salon se free fund mein desh ko kyun badnam karti ho? Sharm ni ati? Maafi mango https://twitter.com/HindiNews18/status/955088919904665602 …,1
Bhai I never hate any religion Baaki koi kuch bhi smjhe,0
Abe chacha @AnupamPkher ye kya bol rahi hain aunty? Sikandar ko bhi rape karna sikhaya hai kya? Chi chi,1
"Jo padmavat ka virodh kar rahe ha aise hi log apni bahan betiyo KO dikchit jaise baba ko saup dete rape karne ke liye,aise logo KO kya kahe",1
I hate pungi ....unka Naam maat lo mere samne ......Shilpa or Arshi k jhagde ki wajha Wahi hai,1
Eisi bat nahi hei. Ek chij band ho jaye to rape lagbhag khatam ho jayege. Wah hei sharab ka bikna.,1
thk hai iska rape kro phr hum bhi bolenge ki rape to hote rehte hn,1
"Accha ji , kahaan hai wo anupam naam ka kutta jo bahut bhonka tha nirbhaya rape hone par ?",1
jis desh ka kanoon andha ho rape jaise ghatana hoti rahegi,1
"Oye Afghanistaniyo ki najaayez aulaad, apne prophet ki Randi Ayesha Ko puch uska rape kyu Kiya tha",1
"Sir ji...rape 12 saal ki bacchi ka ho ya...28 saal ki ladki ka....Rape to rape hai....Or har rape ki ek hi sazaa honi chahiye....Vo hai ""Sare Aam Fasi ""....",1
Tum toh Sur ko apna najayez baap manate ho Jo Roz tumaahri maa kaa rape karta hai taki tum paida ho sako,1
"Khawajay, tum ko kyun itni mirch lag rahi hai? Tum sab nay parliment ki aj tak konsi izzat ki hai? Isko to rape he tum or tumharay jesay logo may kia hai or aj tum he iski izzat k rakhwalay ban rahay ho? Zyada bhasgan na do or Jao ja k prize bond nikelwao apnay",1
Abhi tak tho terrorism has No religion ka bhopu bachta tha aab kya hua... Karni sena ke saab ko tu takle terrorist kaise bole sakta hai,1
Maine aapko ulta sidh nahi bola jaise aap bol rahe hain mai kyun meri jubaan gandi karu aisa bol kar aur jo log thodi si baat par ulta sidha bol sakte hain unke liye kaya padmavati aur kaya kisi rape ki hui bachi ki chinta,1
Han hate se zada kuch ho nhi sakta. Dil krta hai aese logo ko gair qanoni saza du!,1
"o chawal mullay..zabardast dance hai, u r v talented.. & dance karna gunah nahin..bachon ko rape karna gunah hai",1
Air Jo rape ho rahe h kabhi us par bhi bolo,1
Gomata ka rape karna wala Hindu nahi hai,0
Bigg boss jitna imp nhi hai fans jitna imp hai nd vikas ne fans kamaye hai mataji ke fandom jaise nhi hai Jo apne hi fandom se ladte rahate haishame on you Shilpa fandom grow up.waise mataji plz yeh ladne wale logo ke liye live aa jao warna ek dusre ka murder karege yeh log,0
"Mr mulayam yadav ji kehte hai rape ki ghtna koi badi baat nhi hai, bachho se galti ho jati hai.",1
Tu Randi Sirf sanbhu laal ki sister banke usse rape karwa sakti hai,1
"Ab desh me ek Tanashahi jaisa mahool ho gaya ,Jo accha kam karega usko khatam hi karna hai.....hate this judiciary,election commission,President..",1
Ab hina fanz mere bhai ki fake id bnake ghum rhe i hate them,0
Tum log apna dekho na yaha kyu aaye hum log apna enjoy kar rahe hai jo tumlog ko nahi aata tumahre mata ne sirf hate karna sikhaya hai na sad....,1
Abe bhn chod nhi dekhni movie bhosdi k samjh ni aata kya bhadwe ....abe gandu rape corruption b tere jse hi karte sale aa jata hai gali khane ...chutiye wo hamara ithaas hai hum nhi chahte us pe film bne smjha ...isko smjh le ab dobara mt bolna ki film dekho pehle,1
Modi upar wale se dar.Bina awaj ki lathi lagegi tub akal aayegi.Desh ke shubhchintak awaaj uthao Democracy ke rape ka,1
Agar usi tarah rape ke liye kiya hota to aaj desh ke haalat kuch alag hote,0
"Sabse bada dhokha to mere naam ka istemal hai. jiske bharose rajneet se juda, wo #gujarat khone ke dar se congress se seat baant liye. matlab jati kisi bhi desh ke liye terrorism se kam nhi. Demonetised notes ka channel, real estate, alcohol, fuel par gst nahi? Pads par hai ??!",1
I hate these muslim molvis n hindu babas jo dusro ki khushiyon Ko daba ke khud itne maje lete he chupke.,1
Bhai humane desh main terrorism ka ek Hi colour Hai.. Baaki saab public sentiments Hai..  #JaiHind #indiarising,1
"Kya chutiyapa hai , fir kal peepli live wale mulla director ko kyu bari kar diya rape case me ??",1
"Ye farzi hai, ye 15 lac jumla tha, #Achhedin gale ki Hadi hai, #GST main Congress ka hath hai, #demonitisation awara hai, #GDP down technical error hai,chai pokoda Vikas hai, Aug main bache marte hai, Haryana main rape fake hai.BC phir tum sab $&#&k mar rahe ho.",1
Aur jo muje day 1 se hi nahi pasand thi jee.hina khan .i hate this girl tume usko bhi apni aukat dikhai so ya ab me tumari fan,1
"Koi bhi rape ho , Saja phasi hi honi Chahiye . https://twitter.com/cmohry/status/954706169100038144 …",1
Yayyyyyy koi to aya hate my,0
News dekhle pata chal jayega jiska rape hua woh mare bahen toh nhi thi but mujhe farq padta hain our ajj kya rozz dekh 10 case  mileage,1
Aag tav kuo nhi lagta jab 10 years ki ladki ko rape hota hai???,1
International leval pe to desh ki bhut wah wah ho rahi hai acha hai par national leval pe bhi bharastachar chori rape ho rahe hai uspe dhayaan de ye sab kanoon sakhat na hona police dwara karwai na karne ki wajah se ho raha hai,1
12 saal ki ladki ke sath rape hua to faansi..aur agar 16 ki ladki ke sath hua to kya karoge??2 saal mein bail?? Ye konsa kanoon hai?Rape kisi bhi age ki ladki ke sath ho sakta hai. Fir kya hoga 2saal mein bail..??Agar crime proof ho jaaye to uska penis kaat do BAss@cmohry,1
Great!!! Aap jaise  hi himmat  wali lady ki jarurat  hai jo film ke liye nahi apne hakk ke liye haryana  mein ho gang rape ho raha  hai in sab ke liye jauhar  Kare... Gov jarur aur hamre society sunega...,1
Sir aap Haryana me ho rahe rape ton dekhe #haryana,1
Ajay s/o ramdas vill and post nawar ka nibasi hai jisne ek 6 year ki ladki rape kiya hai aur us ladki ke parents bahut ghabraye huye hai ajay ke ghar bale dhamki de rahe hai case bapas lelo nhi to ham kisi ko nhi chhodenge so ham sab gav basi ka nivedan hai ki us papi ko kadi se,1
rape se age ka kya relation?  Har rape k liye ye punishment honi chaiye. Jinki betiyan hai unse pucho.jab khud k saath hoga tab maa baap ka dard samjho ge,1
Rabid is so old Buddha makeup se Buddha jawaan bantaa hai ab Buddha jawaan bachi alia ko bhi nahi chodega buddhe much toh buddape aur apne karnaame ke chalte bachi alia ko toh chod deta Jo bachi ko bhi fusla liya hate Buddha rk hate sonam jitni age ki gf shai thi na ki bachi alia,1
Bilneka ek tarika hota hai kruti...  Aur hamesha ye hina fans ke hate n abusive replies ko RT karta hai what about that,1
Arey sach hai jbhi toh main hate krta hun... un ko,1
Beti medal jeet rahi is cheez ki bahut khushi hai...and jo  beta army mein jaakar mar raha hai unka kya??? Har cheez mein jahaan dekho ladki ladki ladki padhne mein achi sabki baat maane wali but ye kyu bhul jaate ho ki fake rape cases lagaane wali  bhi kisi ki beti hi hai??,1
#KarniSena   khuch daand ke  kaam bhi  kar leya karo  desh me aaj bhi  nabalik ke sath rape hote hai waha jaya karo virood karne,1
"Ye asal mein ghina khan ka hi supporter hai ya ab pese mile rocky se shilpa ke fans mein divide karne ke liye , divide hoga toh fan folowing kam hogi hi , yahan bhi dirty mind game chal rahi, and ye sab karke logon ke mind divert kar rahe jo ghina ke liye hate msgs likh rahe the",1
Ek 6 sal ki ladki rape karke gav me ghum raha ajay&/0 ramdas vill and post nawar dist Jalaun up  cm yogi ji ki sarkar kya kar rahi hai us ladki ko insaf milna chahiye yogi ji se nivedan hai samst gram basi nawar,1
Ki jab rape yanee atyachar hota hey,0
Is rape pidita ke sath poora desh hona chahiye aur mahila congress is me poorta sahyog kre aur use insaf dilaye,1
"Tere Pakistani bhaiyon ke hisaab se Pakistan ke sare murder, Nawaz Sharif ur Imran khan ke crime bhee hinduwon ke khate mein.",1
See again...aap na apni hate nikalo uskey baad baat karengey....,0
Tum Pakistanis ka wajood kya hai 65Crs diya thhe partitions ke wakht aaj phir bhi tum bhikhari ho aur hum Hindustani dekh lo hamra ISRO Aaaj duniya ke liya satellite launch karta hai aur tum kya kar sakhte ho bus terrorism,1
Ye vo murge hain jab kasai ek murge ko kaatne k liye nikaalta hai tab vahi chilata hai baaki sab dekhte hain yahi haalat aaj daleep thakur jaise logon ki hai naa to ye rape kaa virodh karte hain aur naa hi padmavati jaisi film kaa,1
Muje shivika K love hate scenes chahiye balti bhar bhar K,0
Aur rahi karni sena ki baat to kaya aap ye chahte hain jab kisi kaa rape ho to jhande nikaale karni sena k aur batayen ki hum virodh kar rahe hain karni sena kaa koi aadmi us nirbhya vaale virodh may bhi they kaya usme aap jaise log they,1
Ye daleep thakur jaise vo congressi hain ye vo politician hain ye vo secular type insaan hai jo rape k upar bhi raajneeti karte hain ye aisi baaten karke rape ki aad may film release karvaana chahte hain inhe saram nahi aati bilkul,1
Waise bhi aap to Gobar bhakt ho dimag me bhi gobar hi bhara hai. To aap kya samjhoge terrorism ka matlab..,1
Kahe kare hamara hate bahut mehnga hai.,1
Jo bhale ghar mein cow amma ko khate ho per bhaher logo ko bolte ho hum to Bhai sakahaari hai,0
Apki Ager 35 saal ki beti ke sath rape hota hai to aap kya karoge ap phasi ya sirf saja Rape kisi ke sath bhi ho or koei bhi kre ussse sirf or sirf Phasi hi milani chaiye,1
Kya Teri amma ka rape karne roj baba Raat ko aate hai,1
Kya nhi yaar Teri bhahen ka mein rape nhi karunga Pehle se Vo tere se Aur tere dosh se pareshan hai hamara lund nhi se paigi,1
Jake Dekh Teri amma ko Kahi Mandir to nhi gai na warna koi baba rape karke ek aur dawload Kar dega,1
Kyu hindu mein nhi hai Kya are hinduo mein mein kese haram hoga hinduo mein rape Karna bhi prashad hai,1
Rape ki aulad bhagwi kutte Ab tu apni bhahen ka rape Kar Raha hai,1
Tune apni bhahen ka rape Kar Raha tha to Teri bhahen ka rape karne mein tere dosh bhi hoge,1
Teri amma ka already baba ne rape Kar kiya hai,1
Dekh tu kitni Jaldi bhage ga salo apni Behan ko chor do salo kabhi bhi daru pike apni bhahen ka rape karte ho kutto madarchod,1
Respected PM Modi Ji Sabse pahele to crime horahe unko rokne k liye aise kanoon banaye k koi crime hi Na kare  rapiest ya gang rape  ko sidha phhasi ki saza ho koi bhi hamdardi Na ho,1
Chal Ab tu bata Teri bhahen ko tune kitni baar rape kiya hai Aur kitno ke karwaya hai,1
Ja apni bhahen ka rape Kar warna koi sanbhu apni bhahen bana ke rape Kar dega,1
Teri amma se puch bhagwi Teri amma ka kitno ne rape kiya hai,1
rape ki saja se kahin ladkiyon ka rape and murder na hone lage?????fatafat saza aur jail...zyada jarori hai...,1
Mei secular hu ...mei kattar hindu nahi hu jo aankh mund kar muslim se hate karata ho,0
Teri Sakal baba raam dev se milti hai Kahi usne to Teri amma ka rape nhi kiya hai,1
Ja apni maa bhahen ka rape Kar Tum logo ka kaam hi yahi hai madarchod,1
Ja kutte bhagwi madarchod apni bhahen ka rape Kar Teri nhi tumari yahi aukat hai are Vese bhi har ghar mein sanbhu hai tubhi salo kutto apni bhahen ka rape karte ho,1
After that I hate him now n ek baat Priyank ne bilkul Sahi boli BB mein koi jyada pretend nahi kar sakta jaise ki Priyank vo kaisa ghatiya ladka hai ye usne bb mein dikha Diya,1
Sanbhu laal ne apni bhahen pooja ka rape kiya tha Kahi Vo Tum to nhi,1
Ise lagata Hai  . Is zagade me log Shilpa ko hate karenge ... Isiliye Baar Baar muh marane aati Hai... Shilpa sabase upar samaz le..,0
Tumhare pidi bhaiya ne kya bola tha rape k baad Pata Hai na..aur abhi ek bhi rape india k kisi kone me ho jata Hai toh Kitta bolte ho modi ye Hai wo Hai. Jab acche se delhi ko secure ni kr paye tumhare aka in 65 saalon me toh kuchh toh compensate krne k liye krna parega na.,1
Abe rape pirit aurat ke bacche haram khor kutte ke bille suvar,1
Ja tu apni amma ko bacha Kahi uska rape to nhi ho Raha hai,1
Rajestan police ke ye jankari di hai ki sanbhu suvar khud apni bhahen ka rape karta tha,1
Kyun aap log padmavt ko hi target ker rahe ho ...porkistan roj siezefire tod raha tab koi kuch nai bolta .desh mai roj rape or murder jaisi vardaten hoti tab bhi kuch nai bolta ...maa Padmavati ka samman mai bhi karta hoon per pehle desh. Wake up india ......or bhi prob hai......,1
Bachchiyon se rape karnewalon ko kutton ki mout mar dena chahiye.,1
I hate this ad. Ap bhi baray ho k aise ads banain gi?,0
Prakash Raj pe patthar Nahi barsenge so he can speak up his mind  Khan surname ke Saath bolke dikhate wo Galati se famous hote bahut jayda to TRP ke liye log Us statement ka rape Kar dete https://twitter.com/PritishNandy/status/954597935777431552 …,0
Talaq per kanoon badal sakta hai rape per nahi jayada jaroorat rape se bachane ki hai ya talaq se?,0
Lakin pasand na hona aur hate karna ma farak hai,0
I hate that shit  kabhi join nai kiya,0
Aap se dhyaan to hate pahle,1
Yeh koi umar bhala hate ki,0
Nahi pini hai Murkh pappu ke saath coffee Mufat me Air ke aane jaane ke saath bhi because I hate him.,1
Sir @mlkhattar  jee kya 12 saal sey upar walo ka rape rape nahi hota kya... fansi  ki saja sirf upto12 years kyu sab per rakho na..? Ab rape waley b adhar card per age dekh ker rape karengey kya...?,1
Abe chutye kya asaram asaram laga rakhkha abe yuhi deash barbad hora ek rapist ko sale guru maan lete ho aur apni beheno ka rape karwate ho,1
Rajput ke khilaf post nhi hai ye galat soch ke khilaf hai jo supreme court ko nhi mane sena ko uksae ye desdrohi hai mgr sarkar khamosh hai. Agr krni sena ko fikar hai to rape hota hai uske insaaf ke lie aandolan kre naari ka samnan nhi ye apni takat dikhana chah rha hai,1
Hindustan mei har din 25-30 rape hote h tab toh awaz nhi utate jab baat movie ki aai sabke Talwar hato mei aagai.. Sharm karo,0
ek ate h shilpa shilpa bolne wale fir ate h vikas vikas bolne wale fir ate h hina hina bolne wale fir kuch pagal ate h shikas shikas i hate this shikas word,1
La Bhai raid ko 15 aug ko dhang se rape hoga vimal sir ka,1
"Ye jo geeta phokat hai na, wo bhakt hai. usko sirf muslim se nafrat hai, rape se nahin. BJP ke neta bole na rape to hota hi rehta hai.",1
jab rape hote h tabkyun karni_sena chup hoti h tab nari shakti n samman kyun yaad nhi_aata n aaj bhi hazaro mahillae haryana n rajasthan up m harasment ka n rape ka sikhar hori_h apna gussa wahan dikhao_to jyada khushi milegi mjhe,1
"Vikas gupta is worst person in dz world!he is sooo mean!!!shilpa ko show se nikal diya,phir bhi isko shaanti nahi hai,joote maarne chahiye aise ghatiya insaan ko..hate u gupti to da core!!!!!!!",0
All my close (Bhai) logs hate Deepika. Lekin mere liye seh lete hai,0
Acha BC jab duniya Mey mard log jo 7th saal ki bachi Ko rape kardeyte hi aur Jaan ley le try hi uska toh vo kuch nhi hi ladki adha kapadey pehney toh zulm kaisey log hi Desh Mey chi,1
Bhai chatne ka sukh hai bahut chato lekin rape victims ko gali na do. BJP sirf rape victims ko gali deti hai or rapeist ko bachati hai.,1
"@cmohry sir beti to beti hoti hai ,uska umar se kya lena dena.aapko sabhi rape cases k liye ye nirnay lena chahiye .Jab marz ek hai to medicine bhi ek honi chaahiye.",0
